SOUID,DATE,RR,Q_RR
903779,19990226,   78,    0
903779,19990227,    2,    0
903779,19990228,   30,    0
903779,19990301,   14,    0
903779,19990302,   44,    0
903779,19990303,   32,    0
903779,19990304,    2,    0
903779,19990305,    0,    0
903779,19990306,    6,    0
903779,19990307,   74,    0
903779,19990308,    0,    0
903779,19990309,    0,    0
903779,19990310,    0,    0
903779,19990311,    2,    0
903779,19990312,    8,    0
903779,19990313,    0,    0
903779,19990314,    0,    0
903779,19990315,    0,    0
903779,19990316,    0,    0
903779,19990317,    0,    0
903779,19990318,    0,    0
903779,19990319,    0,    0
903779,19990320,    0,    0
903779,19990321,   42,    0
903779,19990322,    0,    0
903779,19990323,    0,    0
903779,19990324,    0,    0
903779,19990325,    0,    0
903779,19990326,   40,    0
903779,19990327,    0,    0
903779,19990328,    0,    0
903779,19990329,    8,    0
903779,19990330,   10,    0
903779,19990331,    0,    0
903779,19990401,    0,    0
903779,19990402,    0,    0
903779,19990403,    2,    0
903779,19990404,    0,    0
903779,19990405,    0,    0
903779,19990406,    8,    0
903779,19990407,    0,    0
903779,19990408,    0,    0
903779,19990409,    0,    0
903779,19990410,    0,    0
903779,19990411,   70,    0
903779,19990412,   52,    0
903779,19990413,   22,    0
903779,19990414,    0,    0
903779,19990415,   10,    0
903779,19990416,   20,    0
903779,19990417,   30,    0
903779,19990418,    8,    0
903779,19990419,   20,    0
903779,19990420,   70,    0
903779,19990421,    6,    0
903779,19990422,   60,    0
903779,19990423,    6,    0
903779,19990424,    0,    0
903779,19990425,    2,    0
903779,19990426,    0,    0
903779,19990427,    0,    0
903779,19990428,    0,    0
903779,19990429,    0,    0
903779,19990430,    0,    0
903779,19990501,    0,    0
903779,19990502,    0,    0
903779,19990503,    0,    0
903779,19990504,    0,    0
903779,19990505,    0,    0
903779,19990506,    0,    0
903779,19990507,   60,    0
903779,19990508,   10,    0
903779,19990509,   20,    0
903779,19990510,    8,    0
903779,19990511,    0,    0
903779,19990512,   24,    0
903779,19990513,   26,    0
903779,19990514,   30,    0
903779,19990515,    0,    0
903779,19990516,    0,    0
903779,19990517,    2,    0
903779,19990518,   14,    0
903779,19990519,    0,    0
903779,19990520,   10,    0
903779,19990521,    0,    0
903779,19990522,    0,    0
903779,19990523,    0,    0
903779,19990524,    0,    0
219145,19990525,-9999,    9
903779,19990526,    0,    0
903779,19990527,    0,    0
903779,19990528,    0,    0
903779,19990529,  140,    0
903779,19990530,    0,    0
903779,19990531,    0,    0
903779,19990601,  110,    0
903779,19990602,   60,    0
903779,19990603,    6,    0
903779,19990604,   24,    0
903779,19990605,   40,    0
903779,19990606,   50,    0
903779,19990607,   80,    0
903779,19990608,    0,    0
903779,19990609,    0,    0
903779,19990610,    0,    0
903779,19990611,   20,    0
903779,19990612,   18,    0
903779,19990613,    0,    0
903779,19990614,    0,    0
903779,19990615,    0,    0
903779,19990616,    0,    0
903779,19990617,    0,    0
903779,19990618,    0,    0
903779,19990619,    8,    0
903779,19990620,    4,    0
903779,19990621,    0,    0
903779,19990622,    0,    0
903779,19990623,    0,    0
903779,19990624,    0,    0
903779,19990625,    0,    0
903779,19990626,    0,    0
903779,19990627,   20,    0
903779,19990628,  150,    0
903779,19990629,  250,    0
903779,19990630,    2,    0
903779,19990701,    4,    0
903779,19990702,   30,    0
903779,19990703,    0,    0
903779,19990704,    0,    0
903779,19990705,    0,    0
903779,19990706,    0,    0
903779,19990707,    0,    0
903779,19990708,    0,    0
903779,19990709,    0,    0
903779,19990710,    0,    0
903779,19990711,    0,    0
903779,19990712,    0,    0
903779,19990713,    0,    0
903779,19990714,    0,    0
903779,19990715,    0,    0
903779,19990716,    0,    0
903779,19990717,    0,    0
903779,19990718,    0,    0
903779,19990719,   20,    0
903779,19990720,    0,    0
903779,19990721,    0,    0
903779,19990722,    0,    0
903779,19990723,    0,    0
903779,19990724,    0,    0
903779,19990725,    0,    0
903779,19990726,    0,    0
903779,19990727,    0,    0
903779,19990728,    0,    0
903779,19990729,    0,    0
903779,19990730,    0,    0
903779,19990731,   50,    0
903779,19990801,    0,    0
903779,19990802,    0,    0
903779,19990803,    8,    0
903779,19990804,  120,    0
903779,19990805,    0,    0
903779,19990806,   70,    0
903779,19990807,    6,    0
903779,19990808,   74,    0
903779,19990809,  100,    0
903779,19990810,    0,    0
903779,19990811,    0,    0
903779,19990812,    6,    0
903779,19990813,   50,    0
903779,19990814,   10,    0
903779,19990815,   10,    0
903779,19990816,   20,    0
903779,19990817,   40,    0
903779,19990818,  112,    0
903779,19990819,    0,    0
903779,19990820,    0,    0
903779,19990821,    0,    0
903779,19990822,    0,    0
903779,19990823,    0,    0
903779,19990824,    0,    0
903779,19990825,   10,    0
903779,19990826,    6,    0
903779,19990827,    0,    0
903779,19990828,    0,    0
903779,19990829,    0,    0
903779,19990830,    0,    0
903779,19990831,    0,    0
903779,19990901,    0,    0
903779,19990902,    0,    0
903779,19990903,    0,    0
903779,19990904,    0,    0
903779,19990905,    0,    0
903779,19990906,    0,    0
903779,19990907,    0,    0
903779,19990908,    2,    0
903779,19990909,    0,    0
903779,19990910,    0,    0
903779,19990911,    0,    0
903779,19990912,    0,    0
903779,19990913,    2,    0
903779,19990914,   38,    0
903779,19990915,   40,    0
903779,19990916,  100,    0
903779,19990917,   10,    0
903779,19990918,    0,    0
903779,19990919,  180,    0
903779,19990920,  170,    0
903779,19990921,    6,    0
903779,19990922,  164,    0
903779,19990923,   20,    0
903779,19990924,  130,    0
903779,19990925,   40,    0
903779,19990926,   50,    0
903779,19990927,   10,    0
903779,19990928,    4,    0
903779,19990929,   90,    0
903779,19990930,    4,    0
903779,19991001,   20,    0
903779,19991002,   30,    0
903779,19991003,    8,    0
903779,19991004,    2,    0
903779,19991005,    0,    0
903779,19991006,    0,    0
903779,19991007,   22,    0
903779,19991008,    0,    0
903779,19991009,    0,    0
903779,19991010,    0,    0
903779,19991011,    0,    0
903779,19991012,    0,    0
903779,19991013,    0,    0
903779,19991014,    0,    0
903779,19991015,    0,    0
903779,19991016,    0,    0
903779,19991017,    0,    0
903779,19991018,    0,    0
903779,19991019,    0,    0
903779,19991020,   20,    0
903779,19991021,   60,    0
903779,19991022,   60,    0
903779,19991023,  180,    0
903779,19991024,   30,    0
903779,19991025,    0,    0
903779,19991026,    0,    0
903779,19991027,    0,    0
903779,19991028,    0,    0
903779,19991029,    0,    0
903779,19991030,   40,    0
903779,19991031,    0,    0
903779,19991101,    4,    0
903779,19991102,    0,    0
903779,19991103,    0,    0
903779,19991104,    0,    0
903779,19991105,   66,    0
903779,19991106,    0,    0
903779,19991107,    0,    0
903779,19991108,    2,    0
903779,19991109,    0,    0
903779,19991110,    0,    0
903779,19991111,    0,    0
903779,19991112,    0,    0
903779,19991113,    0,    0
903779,19991114,    0,    0
903779,19991115,    4,    0
903779,19991116,    6,    0
903779,19991117,   10,    0
903779,19991118,    0,    0
903779,19991119,   40,    0
903779,19991120,    0,    0
903779,19991121,    0,    0
903779,19991122,    6,    0
903779,19991123,    0,    0
903779,19991124,    0,    0
903779,19991125,    8,    0
903779,19991126,   30,    0
219145,19991127,-9999,    9
903779,19991128,    2,    0
903779,19991129,   64,    0
903779,19991130,    0,    0
903779,19991201,    2,    0
903779,19991202,    0,    0
903779,19991203,   10,    0
903779,19991204,    2,    0
903779,19991205,    0,    0
219145,19991206,-9999,    9
903779,19991207,   10,    0
903779,19991208,   40,    0
903779,19991209,    0,    0
903779,19991210,   30,    0
903779,19991211,   40,    0
903779,19991212,   30,    0
903779,19991213,   40,    0
903779,19991214,    0,    0
903779,19991215,    0,    0
903779,19991216,    4,    0
903779,19991217,   20,    0
903779,19991218,   30,    0
219145,19991219,-9999,    9
903779,19991220,    0,    0
903779,19991221,   30,    0
903779,19991222,   90,    0
903779,19991223,   82,    0
903779,19991224,  150,    0
903779,19991225,   50,    0
903779,19991226,   20,    0
903779,19991227,    0,    0
903779,19991228,    0,    0
903779,19991229,    0,    0
903779,19991230,  104,    0
903779,19991231,    4,    0
903779,20000101,    0,    0
903779,20000102,    0,    0
903779,20000103,   80,    0
903779,20000104,    2,    0
903779,20000105,    6,    0
903779,20000106,    6,    0
903779,20000107,   10,    0
903779,20000108,    0,    0
903779,20000109,    0,    0
903779,20000110,    0,    0
903779,20000111,    0,    0
903779,20000112,    2,    0
903779,20000113,   30,    0
903779,20000114,    4,    0
903779,20000115,    0,    0
903779,20000116,    0,    0
903779,20000117,    0,    0
903779,20000118,    0,    0
903779,20000119,    2,    0
903779,20000120,    0,    0
903779,20000121,    0,    0
903779,20000122,   20,    0
903779,20000123,    0,    0
903779,20000124,    0,    0
903779,20000125,    0,    0
903779,20000126,    0,    0
903779,20000127,    0,    0
903779,20000128,   40,    0
903779,20000129,    0,    0
903779,20000130,    0,    0
903779,20000131,    0,    0
903779,20000201,  124,    0
903779,20000202,    0,    0
903779,20000203,    2,    0
903779,20000204,    0,    0
903779,20000205,    0,    0
903779,20000206,   10,    0
903779,20000207,   40,    0
903779,20000208,   32,    0
903779,20000209,    0,    0
219145,20000210,-9999,    9
903779,20000211,    0,    0
903779,20000212,   50,    0
903779,20000213,    0,    0
903779,20000214,   10,    0
903779,20000215,   22,    0
903779,20000216,    0,    0
903779,20000217,   20,    0
903779,20000218,   10,    0
903779,20000219,    2,    0
903779,20000220,    0,    0
903779,20000221,    6,    0
903779,20000222,    0,    0
903779,20000223,    0,    0
903779,20000224,  162,    0
903779,20000225,    0,    0
903779,20000226,    0,    0
903779,20000227,   40,    0
219145,20000228,-9999,    9
903779,20000229,   76,    0
903779,20000301,    4,    0
903779,20000302,   22,    0
903779,20000303,   60,    0
903779,20000304,    0,    0
903779,20000305,    0,    0
903779,20000306,    0,    0
903779,20000307,    0,    0
903779,20000308,    0,    0
903779,20000309,    0,    0
903779,20000310,    0,    0
903779,20000311,    0,    0
903779,20000312,    0,    0
903779,20000313,    0,    0
903779,20000314,    0,    0
903779,20000315,    0,    0
903779,20000316,    0,    0
903779,20000317,    0,    0
903779,20000318,    0,    0
903779,20000319,    0,    0
903779,20000320,    0,    0
903779,20000321,    0,    0
903779,20000322,    0,    0
903779,20000323,   14,    0
903779,20000324,    0,    0
903779,20000325,   10,    0
903779,20000326,    8,    0
903779,20000327,   10,    0
903779,20000328,   10,    0
903779,20000329,    0,    0
903779,20000330,    0,    0
903779,20000331,    0,    0
903779,20000401,   18,    0
903779,20000402,  120,    0
903779,20000403,  110,    0
903779,20000404,   40,    0
903779,20000405,    0,    0
903779,20000406,    0,    0
903779,20000407,    0,    0
903779,20000408,   40,    0
903779,20000409,    2,    0
903779,20000410,    0,    0
903779,20000411,  120,    0
903779,20000412,  130,    0
903779,20000413,    8,    0
903779,20000414,   60,    0
903779,20000415,   60,    0
903779,20000416,   30,    0
903779,20000417,   30,    0
903779,20000418,   50,    0
903779,20000419,   10,    0
903779,20000420,   30,    0
903779,20000421,    0,    0
903779,20000422,   20,    0
903779,20000423,   20,    0
903779,20000424,   30,    0
903779,20000425,   86,    0
903779,20000426,   30,    0
903779,20000427,    0,    0
903779,20000428,   66,    0
903779,20000429,    0,    0
903779,20000430,   10,    0
903779,20000501,    0,    0
903779,20000502,    0,    0
903779,20000503,    0,    0
903779,20000504,    0,    0
903779,20000505,    0,    0
903779,20000506,    0,    0
903779,20000507,    0,    0
903779,20000508,    8,    0
903779,20000509,    0,    0
219145,20000510,-9999,    9
219145,20000511,-9999,    9
903779,20000512,    0,    0
903779,20000513,    0,    0
903779,20000514,    0,    0
903779,20000515,    0,    0
903779,20000516,    0,    0
903779,20000517,   20,    0
903779,20000518,   62,    0
903779,20000519,   42,    0
903779,20000520,  100,    0
903779,20000521,   40,    0
903779,20000522,    0,    0
903779,20000523,   20,    0
903779,20000524,   90,    0
903779,20000525,    2,    0
903779,20000526,  150,    0
903779,20000527,  180,    0
903779,20000528,  130,    0
903779,20000529,    2,    0
903779,20000530,    0,    0
903779,20000531,    8,    0
903779,20000601,    4,    0
903779,20000602,    0,    0
903779,20000603,    0,    0
903779,20000604,    0,    0
903779,20000605,    0,    0
903779,20000606,    0,    0
903779,20000607,    0,    0
903779,20000608,    0,    0
903779,20000609,   40,    0
903779,20000610,    0,    0
903779,20000611,    0,    0
903779,20000612,    0,    0
903779,20000613,    0,    0
903779,20000614,    0,    0
903779,20000615,    0,    0
903779,20000616,    0,    0
903779,20000617,    0,    0
903779,20000618,    0,    0
903779,20000619,    0,    0
903779,20000620,   10,    0
903779,20000621,    0,    0
903779,20000622,   32,    0
903779,20000623,    0,    0
219145,20000624,-9999,    9
903779,20000625,    0,    0
903779,20000626,    0,    0
903779,20000627,    0,    0
903779,20000628,    0,    0
903779,20000629,   30,    0
903779,20000630,    0,    0
903779,20000701,   10,    0
903779,20000702,    0,    0
219145,20000703,-9999,    9
903779,20000704,   60,    0
903779,20000705,    8,    0
903779,20000706,    0,    0
903779,20000707,    0,    0
903779,20000708,    6,    0
903779,20000709,  160,    0
903779,20000710,   92,    0
903779,20000711,    0,    0
903779,20000712,   20,    0
903779,20000713,   52,    0
903779,20000714,    0,    0
903779,20000715,    0,    0
903779,20000716,    0,    0
903779,20000717,    0,    0
903779,20000718,    0,    0
903779,20000719,    0,    0
903779,20000720,    0,    0
903779,20000721,    0,    0
903779,20000722,    0,    0
903779,20000723,    0,    0
903779,20000724,    0,    0
903779,20000725,    0,    0
903779,20000726,    0,    0
903779,20000727,    0,    0
903779,20000728,   14,    0
903779,20000729,    0,    0
903779,20000730,    0,    0
903779,20000731,    0,    0
903779,20000801,    0,    0
903779,20000802,   24,    0
903779,20000803,   22,    0
903779,20000804,    0,    0
903779,20000805,    0,    0
903779,20000806,    0,    0
903779,20000807,    0,    0
903779,20000808,  130,    0
903779,20000809,    0,    0
903779,20000810,    0,    0
903779,20000811,    0,    0
903779,20000812,    0,    0
903779,20000813,    2,    0
903779,20000814,    0,    0
903779,20000815,    0,    0
903779,20000816,    0,    0
903779,20000817,   40,    0
903779,20000818,  200,    0
903779,20000819,    0,    0
903779,20000820,    0,    0
903779,20000821,    0,    0
903779,20000822,    0,    0
903779,20000823,    0,    0
903779,20000824,    0,    0
903779,20000825,   10,    0
903779,20000826,   20,    0
903779,20000827,   30,    0
903779,20000828,    2,    0
903779,20000829,    0,    0
903779,20000830,    0,    0
903779,20000831,   30,    0
903779,20000901,   32,    0
903779,20000902,    0,    0
903779,20000903,    0,    0
903779,20000904,    0,    0
903779,20000905,   10,    0
903779,20000906,    6,    0
903779,20000907,    0,    0
903779,20000908,   40,    0
903779,20000909,    0,    0
903779,20000910,    0,    0
903779,20000911,    0,    0
903779,20000912,    0,    0
903779,20000913,    0,    0
903779,20000914,    0,    0
903779,20000915,  450,    0
903779,20000916,    0,    0
903779,20000917,    0,    0
903779,20000918,  140,    0
903779,20000919,  110,    0
903779,20000920,   10,    0
903779,20000921,    4,    0
903779,20000922,    0,    0
903779,20000923,    0,    0
903779,20000924,   70,    0
903779,20000925,   50,    0
903779,20000926,    0,    0
903779,20000927,   34,    0
903779,20000928,    0,    0
903779,20000929,   12,    0
903779,20000930,    0,    0
903779,20001001,   60,    0
903779,20001002,    0,    0
903779,20001003,    0,    0
903779,20001004,    0,    0
903779,20001005,    6,    0
903779,20001006,   10,    0
903779,20001007,  150,    0
903779,20001008,    0,    0
903779,20001009,  190,    0
903779,20001010,   50,    0
903779,20001011,   40,    0
903779,20001012,    0,    0
903779,20001013,    0,    0
903779,20001014,    2,    0
903779,20001015,    0,    0
903779,20001016,   60,    0
903779,20001017,   50,    0
903779,20001018,   24,    0
903779,20001019,    0,    0
903779,20001020,  220,    0
903779,20001021,    2,    0
903779,20001022,    2,    0
903779,20001023,   30,    0
903779,20001024,    0,    0
903779,20001025,   10,    0
903779,20001026,   40,    0
903779,20001027,   24,    0
903779,20001028,  100,    0
903779,20001029,  270,    0
903779,20001030,  130,    0
903779,20001031,    0,    0
903779,20001101,    4,    0
903779,20001102,  190,    0
903779,20001103,    0,    0
903779,20001104,    2,    0
903779,20001105,  190,    0
903779,20001106,  100,    0
903779,20001107,   20,    0
903779,20001108,    2,    0
903779,20001109,    0,    0
903779,20001110,    6,    0
903779,20001111,  180,    0
903779,20001112,    0,    0
903779,20001113,    2,    0
903779,20001114,    0,    0
219145,20001115,-9999,    9
903779,20001116,   40,    0
903779,20001117,    2,    0
903779,20001118,   40,    0
903779,20001119,   20,    0
903779,20001120,    0,    0
903779,20001121,   50,    0
903779,20001122,   20,    0
903779,20001123,   72,    0
903779,20001124,   10,    0
903779,20001125,   40,    0
903779,20001126,    2,    0
903779,20001127,  132,    0
903779,20001128,    0,    0
903779,20001129,   40,    0
219145,20001130,-9999,    9
903779,20001201,   70,    0
903779,20001202,    0,    0
903779,20001203,    4,    0
903779,20001204,   50,    0
903779,20001205,   14,    0
903779,20001206,    2,    0
903779,20001207,  124,    0
903779,20001208,   50,    0
903779,20001209,   32,    0
903779,20001210,   60,    0
903779,20001211,   40,    0
903779,20001212,  100,    0
903779,20001213,    0,    0
903779,20001214,    2,    0
903779,20001215,    0,    0
903779,20001216,    0,    0
903779,20001217,    4,    0
903779,20001218,   32,    0
903779,20001219,    0,    0
903779,20001220,    0,    0
903779,20001221,    0,    0
903779,20001222,    0,    0
903779,20001223,   20,    0
903779,20001224,   80,    0
903779,20001225,    0,    0
903779,20001226,    0,    0
903779,20001227,    0,    0
903779,20001228,   20,    0
903779,20001229,    0,    0
903779,20001230,    0,    0
903779,20001231,   40,    0
903779,20010101,   30,    0
903779,20010102,   20,    0
903779,20010103,   10,    0
903779,20010104,  120,    0
903779,20010105,    2,    0
903779,20010106,    2,    0
903779,20010107,    0,    0
903779,20010108,    0,    0
903779,20010109,    0,    0
903779,20010110,    0,    0
903779,20010111,    0,    0
903779,20010112,    0,    0
903779,20010113,    0,    0
903779,20010114,    0,    0
903779,20010115,    0,    0
903779,20010116,    0,    0
903779,20010117,    0,    0
903779,20010118,    0,    0
903779,20010119,    0,    0
903779,20010120,    0,    0
903779,20010121,   70,    0
903779,20010122,   44,    0
903779,20010123,   60,    0
903779,20010124,   20,    0
903779,20010125,   20,    0
903779,20010126,  170,    0
903779,20010127,    0,    0
903779,20010128,    0,    0
903779,20010129,    0,    0
903779,20010130,   30,    0
903779,20010131,    6,    0
903779,20010201,   40,    0
903779,20010202,   42,    0
903779,20010203,   62,    0
903779,20010204,  140,    0
903779,20010205,   34,    0
903779,20010206,   70,    0
903779,20010207,   90,    0
903779,20010208,   90,    0
903779,20010209,    0,    0
903779,20010210,   10,    0
903779,20010211,    0,    0
903779,20010212,  140,    0
903779,20010213,    0,    0
903779,20010214,    0,    0
903779,20010215,    0,    0
903779,20010216,    0,    0
903779,20010217,    0,    0
903779,20010218,    0,    0
903779,20010219,    0,    0
903779,20010220,    0,    0
903779,20010221,    0,    0
903779,20010222,    0,    0
903779,20010223,    2,    0
903779,20010224,    4,    0
903779,20010225,    0,    0
903779,20010226,   30,    0
903779,20010227,    0,    0
903779,20010228,   50,    0
903779,20010301,    4,    0
903779,20010302,    8,    0
903779,20010303,    0,    0
903779,20010304,    0,    0
903779,20010305,    0,    0
903779,20010306,   60,    0
903779,20010307,    0,    0
903779,20010308,   90,    0
903779,20010309,   26,    0
903779,20010310,    4,    0
903779,20010311,   70,    0
903779,20010312,   50,    0
903779,20010313,    2,    0
903779,20010314,   12,    0
903779,20010315,    8,    0
903779,20010316,  120,    0
903779,20010317,  110,    0
903779,20010318,    0,    0
903779,20010319,    0,    0
903779,20010320,   80,    0
903779,20010321,   36,    0
903779,20010322,   22,    0
903779,20010323,   90,    0
903779,20010324,    0,    0
903779,20010325,    0,    0
903779,20010326,    0,    0
903779,20010327,  100,    0
903779,20010328,   80,    0
903779,20010329,    6,    0
903779,20010330,    2,    0
903779,20010331,    0,    0
903779,20010401,    0,    0
903779,20010402,   30,    0
903779,20010403,   40,    0
903779,20010404,   20,    0
903779,20010405,   70,    0
903779,20010406,    2,    0
903779,20010407,    8,    0
903779,20010408,  124,    0
219145,20010409,-9999,    9
903779,20010410,   10,    0
903779,20010411,    0,    0
903779,20010412,    0,    0
903779,20010413,    0,    0
903779,20010414,   70,    0
903779,20010415,    6,    0
903779,20010416,    0,    0
903779,20010417,    6,    0
903779,20010418,    0,    0
903779,20010419,   12,    0
903779,20010420,   10,    0
903779,20010421,    0,    0
903779,20010422,   50,    0
903779,20010423,   10,    0
903779,20010424,   20,    0
903779,20010425,   28,    0
903779,20010426,    4,    0
903779,20010427,   50,    0
903779,20010428,   60,    0
903779,20010429,   64,    0
903779,20010430,    0,    0
903779,20010501,   20,    0
903779,20010502,   70,    0
903779,20010503,    0,    0
903779,20010504,    0,    0
903779,20010505,    0,    0
903779,20010506,    0,    0
903779,20010507,    0,    0
903779,20010508,    0,    0
903779,20010509,   32,    0
903779,20010510,    0,    0
903779,20010511,    0,    0
903779,20010512,    0,    0
903779,20010513,    0,    0
903779,20010514,    4,    0
903779,20010515,   40,    0
903779,20010516,  130,    0
903779,20010517,   60,    0
903779,20010518,    0,    0
903779,20010519,    0,    0
903779,20010520,    0,    0
903779,20010521,    0,    0
903779,20010522,    0,    0
903779,20010523,    0,    0
903779,20010524,    0,    0
903779,20010525,    0,    0
903779,20010526,    0,    0
903779,20010527,    0,    0
903779,20010528,    0,    0
903779,20010529,    0,    0
903779,20010530,    0,    0
903779,20010531,    0,    0
903779,20010601,    2,    0
903779,20010602,    0,    0
903779,20010603,    0,    0
903779,20010604,    0,    0
903779,20010605,    0,    0
903779,20010606,    8,    0
